100015753542;9301-SS4241-004-TRANS;PCR97411;Geneva;GOULD PUMPS;GOULD PUMPS -1 -2 -TRANS;W;45;CUST;1000;2005;16;N;
100015753543;9301-SS4241-003-TRANS;PCR97412;Geneva;GOULD PUMPS;GOULD PUMPS -1 -1 -TRANS;W;45;CUST;1000;2005;16;N;
100015753544;9301-SS4241-005-TRANS;PCR97413;Geneva;GOULD PUMPS;GOULD PUMPS -1 -3 -TRANS;W;45;CUST;1000;2005;16;N;
100015755118;9301-SS4351;NEEDS/N2;Ithaca;4351;4351-CASS HILL-ITHACA;;45;CUST;;2005;16;N;
100015756221;9301-SS4491-003-TRANS;6538957;Auburn;BUCKEYE PIPELINE;BUCKEYE PIPELINE-#1BK-TRANS;;45;CUST;;2005;16;N;
100015758418;9301-SS5264-001-TRANS;3169677;Elmira;5264;5264-                             -TRANS;;45;CUST;;2005;16;N;
100015758419;9301-SS5264-001-TRANS;3702209;Elmira;5264;5264-                             -TRANS;;45;CUST;;2005;16;N;
100015753740;9301-SS4269-003-TRANS;F61920997;Geneva;GUARDIAN INDUSTRIES;GUARDIAN INDUSTRIES -2BK -TRANS;DS;45;CUST;10000;2005;16;N;
100015753741;9301-SS4269-002-TRANS;F61930997;Geneva;GUARDIAN INDUSTRIES;GUARDIAN INDUSTRIES -1BK -TRANS;DS;45;CUST;10000;2005;16;N;
100015753476;9301-SS4235-024-TRANS;B540583001;Geneva;SENECA ORDNANCE;SENECA ORDNANCE -2BK -TRANS;ABB;34.5;CUST;7500;2012;9;N;
