BAINBRIDGE;100015741515;BAINBRIDGE -#1BK -TRANS;;;1799
COOPERSTOWN;100015741525;COOPERSTOWN -#1BK -TRANS;;;1603
COOPERSTOWN;100015741527;COOPERSTOWN -#1BK -TRANS;;;1603
COOPERSTOWN;100015741529;COOPERSTOWN -#1BK -TRANS;;;1603
UNADILLA;100015741612;UNADILLA -#1BK -TRANS;;;2341
UNADILLA;100015741614;UNADILLA -#1BK -TRANS;;;2341
UNADILLA;100015741615;UNADILLA -#1BK -TRANS;;;2341
JORDANVILLE;100015741857;JORDANVILLE -#1BK -TRANS;;;240
JORDANVILLE;100015741859;JORDANVILLE -#1BK -TRANS;;;240
JORDANVILLE;100015741861;JORDANVILLE -#1BK -TRANS;;;240
GILBERTSVILLE;100015741875;GILBERTSVILLE-#1BK -TRANS;;;658
MILFORD;100015741883;MILFORD- #1BK -TRANS;;;2268
MILFORD;100015741885;MILFORD- #1BK -TRANS;;;2268
MILFORD;100015741887;MILFORD- #1BK -TRANS;;;2268
MOUNT UPTON;100015741947;MOUNT UPTON -#1BK -TRANS;;;681
MOUNT UPTON;100015741949;MOUNT UPTON -#1BK -TRANS;;;681
MOUNT UPTON;100015741951;MOUNT UPTON -#1BK -TRANS;;;681
EMMONS;100015741973;EMMONS -#1BK -TRANS;;;449
EMMONS;100015741975;EMMONS -#1BK -TRANS;;;449
EMMONS;100015741977;EMMONS -#1BK -TRANS;;;449
MORRIS;100015741988;MORRIS -#1BK -TRANS;;;663
MORRIS;100015742002;MORRIS -#1BK -TRANS;;;663
MORRIS;100015742004;MORRIS -#1BK -TRANS;;;663
MORRIS;100015742006;MORRIS-#2BK -TRANS;;;494
MORRIS;100015742007;MORRIS-#2BK -TRANS;;;494
MORRIS;100015742009;MORRIS-#2BK -TRANS;;;494
WEST STREET;100015742058;WEST ST- #1BK -TRANS;;;153
WEST STREET;100015742064;WEST ST- #1BK -TRANS;;;153
WEST STREET;100015742066;WEST ST- #1BK -TRANS;;;153
RICHFIELD SPRINGS;100015742082;RICHFIELD SPRINGS-#1BK -TRANS;;;2020
RICHFIELD SPRINGS;100015742084;RICHFIELD SPRINGS-#1BK -TRANS;;;2020
RICHFIELD SPRINGS;100015742086;RICHFIELD SPRINGS-#1BK -TRANS;;;2020
;100015742088;RESERVE 23 - TRANS;;;0
;100015742090;RESERVE 23 - TRANS;;;0
;100015742092;RESERVE 23 - TRANS;;;0
;100015742094;RESERVE 23 - TRANS;;;0
SPRINGFIELD CENTER;100015742263;SPRINGFIELD CENTER -#1BK;;;999
SOUTH COOPERSTOWN;100015742281;SOUTH COOPERSTOWN-#1BK;;;1411
WEST DAVENPORT;100015742388;WEST DAVENPORT -#1BK -TRANS;;;1544
WEST DAVENPORT;100015742390;WEST DAVENPORT -#1BK -TRANS;;;1544
WEST DAVENPORT;100015742392;WEST DAVENPORT -#1BK -TRANS;;;1544
SCINTILLA;100015742433;SCINTILLA -#1BK -;;;0
SCINTILLA;100015742435;SCINTILLA -#1BK -;;;0
