EQUIP;OPCO;SUBST;TRANSFORMER_BANK;LOWSIDE_VOLTAGE;CNR_MVA;CALC_PLBN_RATING;THERMAL_STUDY_RATING;LIMITING_ELEMENT;RATING_MVA;YEAR;SUMMER_PEAK_LOAD_MVA
100015712866;RGE;126;SUB-TRF1-22.4MVA;12.47;22.4;25.76;;;25.76;2017;12.26
100015712972;RGE;127;SUB-TRF1-14MVA;12.47;14;16.100000000000001;;;16.100000000000001;2017;13.82
100015713380;RGE;131;SUB-TRF1-12.5MVA;11.5;12.5;14.37;;;14.37;2017;1.2
100015713428;RGE;131;SUB-TRF2-12.5MVA;11.5;12.5;14.37;;;14.37;2017;1.2
100015713482;RGE;132;SUB-TRF1-14MVA;12.47;14;16.100000000000001;;;16.100000000000001;2017;7.26
100015713786;RGE;136;SUB-TRF1-22.4MVA;12.47;22.4;25.76;25.3;xfmr;25.3;2017;9.8000000000000007
100015713886;RGE;136;SUB-TRF2-22.4MVA;12.47;22.4;25.76;;;25.76;2017;9.5
100015714925;RGE;142;SUB-TRF1-14MVA;12.47;14;16.100000000000001;;;16.100000000000001;2017;6.3
100015714949;RGE;142;SUB-TRF2-22.4MVA;12.47;22.4;25.76;;;25.76;2017;6.94
100015715052;RGE;143;SUB-TRF1-14MVA;12.47;14;16.100000000000001;;;16.100000000000001;2017;4.51
100015715079;RGE;144;SUB-TRF1-7MVA;4.16;7;7.7;;;7.7;2017;5.19
100015715200;RGE;145;SUB-TRF2-14MVA;12.47;14;16.100000000000001;;;16.100000000000001;2017;6.91
100015715232;RGE;146;SUB-TRF1-14MVA;12.47;14;16.100000000000001;;;16.100000000000001;2017;3.35
100015715284;RGE;148;SUB-TRF1-6.25MVA;4.16;6.25;6.88;5.89;cable;5.89;2017;3.11
100015715344;RGE;149;SUB-TRF1-5.25MVA;4.16;5.25;5.78;;;5.78;2017;4.24
100015715401;RGE;153;SUB-TRF1-7MVA;4.16;7;7.7;;;7.7;2017;6.23
100015715501;RGE;154;SUB-TRF1-3.75MVA;4.16;3.75;4.13;4.0999999999999996;xfmr;4.0999999999999996;2017;2.95
100015715500;RGE;154;SUB-TRF2-14MVA;12.47;14;16.100000000000001;;;16.100000000000001;2017;6.75
100015715616;RGE;155;SUB-TRF2-7MVA;4.16;7;7.7;7.1;xfmr;7.1;2017;3.52
100015715754;RGE;156;SUB-TRF1-5.25MVA;4.16;5.25;5.78;;;5.78;2017;1.5
100015715773;RGE;156;SUB-TRF2-1.5MVA;4.16;1.5;1.65;;;1.65;2017;0.81
100015716048;RGE;160;SUB-TRF1-.75MVA;4.16;0.75;0.83;0.88;xfmr;0.88;2017;0.28000000000000003
100015716049;RGE;160;SUB-TRF1-.75MVA;4.16;0.75;0.83;0.88;xfmr;0.88;2017;0.28000000000000003
100015716068;RGE;160;SUB-TRF1-.75MVA;4.16;0.75;0.83;0.88;xfmr;0.88;2017;0.28000000000000003
100015716214;RGE;163;SUB-TRF1A-.5MVA;4.16;1.5;1.65;;;1.65;2017;1.39
100015716250;RGE;163;SUB-TRF1B-.5MVA;4.16;1.5;1.65;;;1.65;2017;1.39
100015716251;RGE;163;SUB-TRF1C-.5MVA;4.16;1.5;1.65;;;1.65;2017;1.39
;RGE;167;SUB-TRF1-5.25MVA;4.16;4.7;5.17;5.2;bus;5.2;2017;3.18
100015716325;RGE;167;SUB-TRF2-5.25MVA;4.16;5.25;5.78;5.9;xfmr;5.9;2017;2.2200000000000002
100015716417;RGE;168;SUB-TRF3-22.4MVA;12.47;22.4;25.76;;;25.76;2017;10.37
100015716566;RGE;169;SUB-TRF1-3.75MVA;4.16;3.75;4.13;;;4.13;2017;2.5499999999999998
100015716900;RGE;171;SUB-TRF1A-1.4MVA;4.16;4.2;4.62;;;4.62;2017;1.4
100015716929;RGE;171;SUB-TRF1B-1.4MVA;4.16;4.2;4.62;;;4.62;2017;1.4
100015716930;RGE;171;SUB-TRF1C-1.4MVA;4.16;4.2;4.62;;;4.62;2017;1.4
100015717038;RGE;173;SUB-TRF1A-1.08MVA;4.16;3.25;3.58;;;3.58;2017;1.82
100015717039;RGE;173;SUB-TRF1C-1.08MVA;4.16;3.25;3.58;;;3.58;2017;1.82
100015717040;RGE;173;SUB-TRF1B-1.08MVA;4.16;3.25;3.58;;;3.58;2017;1.82
100015717158;RGE;174;SUB-TRF1A-.5MVA;4.16;1.5;1.65;1.76;xfmr;1.76;2017;1.3
100015717159;RGE;174;SUB-TRF1B-.5MVA;4.16;1.5;1.65;1.76;xfmr;1.76;2017;1.3
100015717160;RGE;174;SUB-TRF1C-.5MVA;4.16;1.5;1.65;1.76;xfmr;1.76;2017;1.3
100015717240;RGE;175;SUB-TRF1A-.5MVA;4.16;1.5;1.65;1.8;xfmr;1.8;2017;0.95
100015717241;RGE;175;SUB-TRF1B-.5MVA;4.16;1.5;1.65;1.8;xfmr;1.8;2017;0.95
100015717242;RGE;175;SUB-TRF1C-.5MVA;4.16;1.5;1.65;1.8;xfmr;1.8;2017;0.95
100015717256;RGE;176;SUB-TRF1-3.75MVA;4.16;3.75;4.13;;;4.13;2017;0.74
100015717385;RGE;176;SUB-TRF2-3MVA;4.16;3;3.3;;;3.3;2017;0.98
100015717515;RGE;179;SUB-TRF1A-1MVA;4.16;3;3.3;;;3.3;2017;1.55
100015717548;RGE;179;SUB-TRF1B-1MVA;4.16;3;3.3;;;3.3;2017;1.55
100015717549;RGE;179;SUB-TRF1C-1MVA;4.16;3;3.3;;;3.3;2017;1.55
100015717650;RGE;181;SUB-TRF1-3.75MVA;4.16;3.75;4.13;;;4.13;2017;1.45
100015717748;RGE;184;SUB-TRF1A-.5MVA;4.16;1.5;1.65;1.75;xfmr;1.75;2017;0.86
100015717749;RGE;184;SUB-TRF1B-.5MVA;4.16;1.5;1.65;1.75;xfmr;1.75;2017;0.86
100015717772;RGE;184;SUB-TRF1C-.5MVA;4.16;1.5;1.65;1.75;xfmr;1.75;2017;0.86
100015717789;RGE;189;SUB-TRF2-10.5MVA;12.47;10.5;12.07;11.9;xfmr;11.9;2017;4.59
100015717861;RGE;192;SUB-TRF1A-.5MVA;4.16;1.5;1.65;1.5;xfmr;1.65;2017;1.5
100015717862;RGE;192;SUB-TRF1B-.5MVA;4.16;1.5;1.65;1.5;xfmr;1.65;2017;1.5
100015717869;RGE;192;SUB-TRF1C-.5MVA;4.16;1.5;1.65;1.5;xfmr;1.65;2017;1.5
100015717930;RGE;193;SUB-TRF1-3.75MVA;4.16;3.75;4.13;4.0999999999999996;xfmr;4.0999999999999996;2017;2.0299999999999998
100015717985;RGE;194;SUB-TRF3-10.5MVA;12.47;10.5;12.07;;;12.07;2017;4.3
100015718052;RGE;195;SUB-TRF1-6.25MVA;12.47;6.25;6.88;;;6.88;2017;1.68
100015718089;RGE;198;SUB-TRF1-10.5MVA;12.47;10.5;12.07;;;12.07;2017;3.55
100015718300;RGE;202;SUB-TRF1-7MVA;12.47;7;7.7;;;7.7;2017;4.6399999999999997
100015718647;RGE;205;SUB-TRF1-5.25MVA;4.16;5.25;5.78;;;5.78;2017;0.86
100015718671;RGE;205;SUB-TRF2-7MVA;12.47;7;7.7;7.9;xfmr;7.9;2017;2.59
100015718768;RGE;207;SUB-TRF1A-.5MVA;4.16;1.5;1.65;;;1.65;2017;0.46
100015718769;RGE;207;SUB-TRF1B-.5MVA;4.16;1.5;1.65;;;1.65;2017;0.46
100015718799;RGE;207;SUB-TRF1C-.5MVA;4.16;1.5;1.65;;;1.65;2017;0.46
100015718949;RGE;208;SUB-TRF1A-1.25MVA;4.16;3.75;4.13;4.3899999999999997;xfmr;4.3899999999999997;2017;0.79
100015718950;RGE;208;SUB-TRF1B-1.25MVA;4.16;3.75;4.13;4.3899999999999997;xfmr;4.3899999999999997;2017;0.79
100015718969;RGE;208;SUB-TRF1C-1.25MVA;4.16;3.75;4.13;4.3899999999999997;xfmr;4.3899999999999997;2017;0.79
100015719021;RGE;209;SUB-TRF1-3.75MVA;4.16;3.75;4.13;;;4.13;2017;1.1100000000000001
100015719053;RGE;210;SUB-TRF1-5.25MVA;4.16;5.25;5.78;;;5.78;2017;4.37
100015719105;RGE;212;SUB-TRF1-1.5MVA;4.16;1.5;1.65;1.7;xfmr;1.7;2017;0.56999999999999995
100015719106;RGE;212;SUB-TRF1-1.5MVA;4.16;1.5;1.65;1.7;xfmr;1.7;2017;0.56999999999999995
100015719130;RGE;212;SUB-TRF1-1.5MVA;4.16;1.5;1.65;1.7;xfmr;1.7;2017;0.56999999999999995
100015719183;RGE;214;SUB-TRF1-3.75MVA;4.16;3.75;4.13;;;4.13;2017;1.97
100015719247;RGE;215;SUB-TRF1A-.5MVA;4.16;1.5;1.65;1.35;reg;1.65;2017;1.68
100015719248;RGE;215;SUB-TRF1B-.5MVA;4.16;1.5;1.65;1.35;reg;1.65;2017;1.68
100015719249;RGE;215;SUB-TRF1C-.5MVA;4.16;1.5;1.65;1.35;reg;1.65;2017;1.68
100015719416;RGE;217;SUB-TRF1-7MVA;12.47;7;7.7;7.9;xfmr;7.9;2017;4.3099999999999996
100015719443;RGE;218;SUB-TRF1-14MVA;12.47;14;16.100000000000001;;;16.100000000000001;2017;2.71
100015719674;RGE;230;SUB-TRF1-22.4MVA;12.47;22.4;25.76;22.1;ct;22.1;2017;12.09
100015719792;RGE;246;SUB-TRF1-7MVA;4.16;7;7.7;7.9;xfmr;7.9;2017;2.48
100015719864;RGE;247;SUB-TRF1A-.5MVA;4.16;1.5;1.65;1.5;xfmr;1.5;2017;0
100015719865;RGE;247;SUB-TRF1B-.5MVA;4.16;1.5;1.65;1.5;xfmr;1.5;2017;0
100015719877;RGE;247;SUB-TRF1C-.5MVA;4.16;1.5;1.65;1.5;xfmr;1.5;2017;0
100015720221;RGE;415;SUB-TRF1-10.5MVA;4.16;10.5;11.55;;;11.55;2017;0
100015720220;RGE;415;SUB-TRF2-10.5MVA;4.16;10.5;11.55;;;11.55;2017;0
100015720262;RGE;416;SUB-TRF1-10.5MVA;12.47;10.5;12.07;11.22;xfmr;11.22;2017;9.59
100015720302;RGE;416;SUB-TRF2-10.5MVA;12.47;10.5;12.07;11.22;xfmr;11.22;2017;7.26
100015720388;RGE;417;SUB-TRF1-7MVA;4.16;7;7.7;;;7.7;2017;0
100015720450;RGE;418;SUB-TRF1-56MVA;12.47;56;64.400000000000006;53.3;ct;53.3;2017;10.8
100015720527;RGE;418;SUB-TRF2-28MVA;12.47;28;32.200000000000003;27;xfmr;27;2017;9.16
100015720563;RGE;418;SUB-TRF3-22.4MVA;12.47;22.4;25.76;23.3;xfmr;23.3;2017;14
100015720593;RGE;418;SUB-TRF5-28MVA;12.47;28;32.200000000000003;24.6;ct;28;2017;20.27
100015720857;RGE;419;SUB-TRF1-37.4MVA;12.47;37.4;43.01;;;43.01;2017;23.46
100015720900;RGE;419;SUB-TRF2-37.4MVA;12.47;37.4;43.01;;;43.01;2017;17.54
100015721131;RGE;420;SUB-TRF1-10.5MVA;4.16;10.5;12.07;;;12.07;2017;7.43
100015721301;RGE;421;SUB-TRF3-22.4MVA;12.47;22.4;25.76;17.899999999999999;cable;17.899999999999999;2017;8.64
100015721359;RGE;421;SUB-TRF4-22.4MVA;12.47;22.4;25.76;17.899999999999999;cable;17.899999999999999;2017;6.91
100015721755;RGE;424;SUB-TRF3-22.4MVA;12.47;22.4;25.76;;;25.76;2017;7.26
100015721813;RGE;428;SUB-TRF1-14MVA;12.47;14;16.100000000000001;14.25;xfmr;14.25;2017;8.1999999999999993
100018250639;UI;Allings Crossing;C;;;;;;58;2017;15.1
100018250669;UI;Allings Crossing;D;;;;;;58;2017;25.75
100019351430;UI;Ansonia;A;;;;;;59;2017;11.33
100019351422;UI;Ansonia;B;;;;;;59;2017;28.98
100018250746;UI;Ask Creek;A;;;;;;86;2017;30.87
100018250758;UI;Ask Creek;B;;;;;;86;2017;37.82
;UI;Baird;A;;;;;;;2017;
;UI;Baird;B;;;;;;;2017;
100018250924;UI;Barnum;A;;;;;;82;2017;13.37
100018250895;UI;Barnum;B;;;;;;82;2017;27.95
100018250967;UI;Broadway;A;;;;;;57;2017;22.67
100018250992;UI;Broadway;B;;;;;;57;2017;9.8000000000000007
100018250991;UI;Broadway;C;;;;;;76;2017;14.11
100018250966;UI;Broadway;D;;;;;;76;2017;10.46
100018252288;UI;Congress;A;;;;;;92;2017;28.28
100018252289;UI;Congress;B;;;;;;92;2017;28.29
100018252287;UI;Congress;C;;;;;;67;2017;15.39
100018252314;UI;Congress;D;;;;;;67;2017;19.18
100018251241;UI;East Shore;F;;;;;;71;2017;28.56
100018251205;UI;East Shore;G;;;;;;71;2017;20.21
100018251188;UI;Elm West;A;;;;;;92;2017;26.35
100018251152;UI;Elm West;B;;;;;;92;2017;26.94
100018251744;UI;Hawthorne;A;;;;;;77;2017;38.18
100018251732;UI;Hawthorne;B;;;;;;77;2017;24.49
100018251853;UI;Indian Well;A;;;;;;55;2017;17.989999999999998
100018251854;UI;Indian Well;B;;;;;;55;2017;18.149999999999999
100018251904;UI;June St.;A;;;;;;47;2017;16.29
100018251926;UI;June St.;B;;;;;;47;2017;17.8
100018252150;UI;Mill River;A;;;;;;59;2017;17.079999999999998
100018252151;UI;Mill River;B;;;;;;59;2017;17.28
100018252194;UI;Mill River;C;;;;;;58;2017;17.760000000000002
100018252193;UI;Mill River;D;;;;;;58;2017;15.64
100018251956;UI;Milvon;A;;;;;;86;2017;21.4
100018251989;UI;Milvon;B;;;;;;86;2017;39.880000000000003
100018252051;UI;Mix Ave;A;;;;;;69;2017;30.01
100018252050;UI;Mix Ave;B;;;;;;69;2017;23.47
100018252017;UI;Mix Ave;PDS;;;;;;40;2017;
100018250862;UI;New Baird;A;;;;;;72;2017;
100018250863;UI;New Baird;B;;;;;;72;2017;
100018252408;UI;North Haven;A;;;;;;47;2017;16.54
100018252409;UI;North Haven;B;;;;;;47;2017;24.79
100019351534;UI;Old Town;A;;;;;;64;2017;27.6
100019351535;UI;Old Town;B;;;;;;64;2017;31.28
100018252518;UI;Pequonnock;A;;;;;;77;2017;7.06
100018252504;UI;Pequonnock;B;;;;;;77;2017;15.94
100018252709;UI;Pootatuck;A;;;;;;71;2017;6.77
100018252691;UI;Pootatuck;B;;;;;;71;2017;7.48
100018252799;UI;Quinnipiac;A;;;;;;75;2017;25.1
100018252800;UI;Quinnipiac;B;;;;;;75;2017;24.03
100018252887;UI;Sackett;A;;;;;;56;2017;19.399999999999999
100018252873;UI;Sackett;B;;;;;;56;2017;11.76
100018253315;UI;Trap Falls;A;;;;;;76;2017;28.19
100018253307;UI;Trap Falls;B;;;;;;76;2017;21.02
100018253356;UI;Trumbull;A;;;;;;64;2017;12.76
100018253369;UI;Trumbull;B;;;;;;64;2017;24.93
100018253523;UI;Water St.;B;;;;;;82;2017;23.1
100018253524;UI;Water St.;C;;;;;;82;2017;30.15
100018253639;UI;Woodmont;A;;;;;;73;2017;27.13
100018253621;UI;Woodmont;B;;;;;;73;2017;29.59
100015735719;NYSEG;SALEM 4.8KV;SUB-TF 3-1667/0/0/18;4.8;3.18;3.5;;;3.5;2018;3
;NYSEG;SLATERVILLE 4.8KV;SUB-TRF 1-500KVA 1PH;4.8;0.5;0.55000000000000004;;;0.55000000000000004;2018;0.24
100015736347;NYSEG;STEPHENTWN1 4.8KV;SUB-TRF 3-833KVA;4.8;2.5;2.75;;;2.75;2018;2.19
100015736350;NYSEG;STEPHENTWN1 4.8KV;SUB-TRF 3-833KVA;4.8;2.5;2.75;;;2.75;2018;2.19
100015736353;NYSEG;STEPHENTWN1 4.8KV;SUB-TRF 3-833KVA;4.8;2.5;2.75;;;2.75;2018;2.19
100015736205;NYSEG;STILLWATER  4.8KV;SUB-TRF 3-833/0/0/93;4.8;2.8;3.08;;;3.08;2018;2.82
100015736208;NYSEG;STILLWATER  4.8KV;SUB-TRF 3-833/0/0/93;4.8;2.8;3.08;;;3.08;2018;2.82
100015736210;NYSEG;STILLWATER  4.8KV;SUB-TRF 3-833/0/0/93;4.8;2.8;3.08;;;3.08;2018;2.82
100015736927;NYSEG;W. LEBANON 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;4.04
100015736933;NYSEG;W. LEBANON 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;4.04
100015736936;NYSEG;W. LEBANON 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;4.04
100015736891;NYSEG;W. SAND LAKE 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;1.48
100015736915;NYSEG;W. SAND LAKE 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;1.48
100015736918;NYSEG;W. SAND LAKE 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;1.48
100015736570;NYSEG;WYANTSKILL1  4.8KV;SUB-TRF 1-12/16/20MV;4.8;20;22;;;22;2018;6.94
100015744674;NYSEG;ANDES 12.5KV;LTC-TRF 1-7.5/10.5MV;12.5;10.5;11.55;;;11.55;2018;3.66
100015744628;NYSEG;ARKVILLE 12.5KV;LTC-TRF 1-7.5/10.5MV;12.5;10.5;11.55;;;11.55;2018;5.71
100015744795;NYSEG;AXTELL RD-1  7.2KV;SUB-TRF 3-1667KVA;7.2;5;5.5;;;5.5;2018;2.69
100015744797;NYSEG;AXTELL RD-1  7.2KV;SUB-TRF 3-1667KVA;7.2;5;5.5;;;5.5;2018;2.69
100015744799;NYSEG;AXTELL RD-1  7.2KV;SUB-TRF 3-1667KVA;7.2;5;5.5;;;5.5;2018;2.69
100015744819;NYSEG;AXTELL RD-2 34.5KV;LTC-TRF 1-15/25MVA;34.5;25;27.5;;;27.5;2018;7.61
100015741485;NYSEG;BAINBRIDGE 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;4.26
100015741487;NYSEG;BAINBRIDGE 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;4.26
100015741515;NYSEG;BAINBRIDGE 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;4.26
100015744566;NYSEG;BELLEAYRE 12.5KV;LTC-TRF 1-7.5/10.5MV;12.5;10.5;11.55;;;11.55;2018;5.94
100015743455;NYSEG;BIRDSALL ST#1 4.8KV;SUB-TRF 3-2.5/2.8MVA;4.8;8.4;9.24;;;9.24;2018;2.41
100015743457;NYSEG;BIRDSALL ST#1 4.8KV;SUB-TRF 3-2.5/2.8MVA;4.8;8.4;9.24;;;9.24;2018;2.41
100015743459;NYSEG;BIRDSALL ST#1 4.8KV;SUB-TRF 3-2.5/2.8MVA;4.8;8.4;9.24;;;9.24;2018;2.41
100015743461;NYSEG;BIRDSALL ST#2 4.8KV;SUB-TRF  3-2.5/2.8MV;4.8;8.4;9.24;;;9.24;2018;2.65
100015743463;NYSEG;BIRDSALL ST#2 4.8KV;SUB-TRF  3-2.5/2.8MV;4.8;8.4;9.24;;;9.24;2018;2.65
100015743465;NYSEG;BIRDSALL ST#2 4.8KV;SUB-TRF  3-2.5/2.8MV;4.8;8.4;9.24;;;9.24;2018;2.65
100015743760;NYSEG;BOUCKVILLE 4.8KV;SUB-TRF 1-5/6.25/7MV;4.8;7;7.7;;;7.7;2018;2.54
100015743800;NYSEG;BRIDGEWATER 4.8KV;SUB-TRF 3-1250/1400K;4.8;2;2.2000000000000002;;;2.2000000000000002;2018;1.56
100015743802;NYSEG;BRIDGEWATER 4.8KV;SUB-TRF 3-1250/1400K;4.8;2;2.2000000000000002;;;2.2000000000000002;2018;1.56
100015743804;NYSEG;BRIDGEWATER 4.8KV;SUB-TRF 3-1250/1400K;4.8;2;2.2000000000000002;;;2.2000000000000002;2018;1.56
100015742467;NYSEG;BROTHERTWN2 34.5KV;LTC-TRF 1-20/37.3MVA;34.5;37.299999999999997;41.03;;;41.03;2018;1.77
100015741287;NYSEG;COLLIERS 4.8KV;SUB-TRF 3-1000KVA;4.8;3;3.3;;;3.3;2018;2.98
100015741289;NYSEG;COLLIERS 4.8KV;SUB-TRF 3-1000KVA;4.8;3;3.3;;;3.3;2018;2.98
100015741291;NYSEG;COLLIERS 4.8KV;SUB-TRF 3-1000KVA;4.8;3;3.3;;;3.3;2018;2.98
100015741300;NYSEG;COLLIERS 4.8KV;SUB-TRF 3-1000KVA;4.8;3;3.3;;;3.3;2018;2.98
100015741302;NYSEG;COLLIERS 4.8KV;SUB-TRF 3-1000KVA;4.8;3;3.3;;;3.3;2018;2.98
100015741304;NYSEG;COLLIERS 4.8KV;SUB-TRF 3-1000KVA;4.8;3;3.3;;;3.3;2018;2.98
100015743079;NYSEG;COLUMBUS#1;LTC-TRF 1-12/22.4MVA;12.5;0;0;;;0;2018;0.83
100015743081;NYSEG;COLUMBUS#2;LTC-TRF 2-12/22.4MVA;12.5;0;0;;;0;2018;7.01
;NYSEG;CONGER AVE 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;1.26
100015741525;NYSEG;COOPERSTOWN 4.8KV;SUB-TRF 3-2500/2800K;4.8;8.4;9.24;;;9.24;2018;5.26
100015741527;NYSEG;COOPERSTOWN 4.8KV;SUB-TRF 3-2500/2800K;4.8;8.4;9.24;;;9.24;2018;5.26
100015741529;NYSEG;COOPERSTOWN 4.8KV;SUB-TRF 3-2500/2800K;4.8;8.4;9.24;;;9.24;2018;5.26
100015745074;NYSEG;DELHI#1 4.8KV;SUB-TRF 3-1250/1400K;4.8;4.2;4.62;;;4.62;2018;1.82
100015745076;NYSEG;DELHI#1 4.8KV;SUB-TRF 3-1250/1400K;4.8;4.2;4.62;;;4.62;2018;1.82
100015745078;NYSEG;DELHI#1 4.8KV;SUB-TRF 3-1250/1400K;4.8;4.2;4.62;;;4.62;2018;1.82
100015745094;NYSEG;DELHI#4 12.5KV;SUB-TRF 3-3333/4167K;12.5;12.5;13.75;;;13.75;2018;6.02
100015745096;NYSEG;DELHI#4 12.5KV;SUB-TRF 3-3333/4167K;12.5;12.5;13.75;;;13.75;2018;6.02
100015745098;NYSEG;DELHI#4 12.5KV;SUB-TRF 3-3333/4167K;12.5;12.5;13.75;;;13.75;2018;6.02
100015745102;NYSEG;DELHI#5 12.5KV;SUB-TRF 3-3333/4167K;12.5;12.5;13.75;;;13.75;2018;4.3600000000000003
100015745104;NYSEG;DELHI#5 12.5KV;SUB-TRF 3-3333/4167K;12.5;12.5;13.75;;;13.75;2018;4.3600000000000003
100015745106;NYSEG;DELHI#5 12.5KV;SUB-TRF 3-3333/4167K;12.5;12.5;13.75;;;13.75;2018;4.3600000000000003
100015745354;NYSEG;DEPOSIT-1  12.5KV;SUB-TRF 3-1667KVA;12.5;5;5.5;;;5.5;2018;2.4500000000000002
100015745393;NYSEG;DEPOSIT-1  12.5KV;SUB-TRF 3-1667KVA;12.5;5;5.5;;;5.5;2018;2.4500000000000002
100015745395;NYSEG;DEPOSIT-1  12.5KV;SUB-TRF 3-1667KVA;12.5;5;5.5;;;5.5;2018;2.4500000000000002
100015745383;NYSEG;DEPOSIT-2  4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;3.71
100015745399;NYSEG;DEPOSIT-2  4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;3.71
100015745401;NYSEG;DEPOSIT-2  4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;3.71
100015745465;NYSEG;DOWNSVILLE  4.8KV;SUB-TRF 3-833KVA;4.8;2.5;2.75;;;2.75;2018;1.71
100015745467;NYSEG;DOWNSVILLE  4.8KV;SUB-TRF 3-833KVA;4.8;2.5;2.75;;;2.75;2018;1.71
100015745469;NYSEG;DOWNSVILLE  4.8KV;SUB-TRF 3-833KVA;4.8;2.5;2.75;;;2.75;2018;1.71
100015743772;NYSEG;EARLVILLE 12.5KV;SUB-TRF 3-2500/2800K;12.5;8.4;9.24;;;9.24;2018;7.62
100015743796;NYSEG;EARLVILLE 12.5KV;SUB-TRF 3-2500/2800K;12.5;8.4;9.24;;;9.24;2018;7.62
100015743866;NYSEG;EARLVILLE 12.5KV;SUB-TRF 3-2500/2800K;12.5;8.4;9.24;;;9.24;2018;7.62
100015743890;NYSEG;EATON 4.8KV;SUB-TRF 3-833KVA;4.8;2;2.2000000000000002;;;2.2000000000000002;2018;1.1299999999999999
100015743892;NYSEG;EATON 4.8KV;SUB-TRF 3-833KVA;4.8;2;2.2000000000000002;;;2.2000000000000002;2018;1.1299999999999999
100015743894;NYSEG;EATON 4.8KV;SUB-TRF 3-833KVA;4.8;2;2.2000000000000002;;;2.2000000000000002;2018;1.1299999999999999
100015743904;NYSEG;EDMESTON 12.5KV;SUB-TRF 3-1250KVA;12.5;3.75;4.13;;;4.13;2018;2.42
100015743906;NYSEG;EDMESTON 12.5KV;SUB-TRF 3-1250KVA;12.5;3.75;4.13;;;4.13;2018;2.42
100015743908;NYSEG;EDMESTON 12.5KV;SUB-TRF 3-1250KVA;12.5;3.75;4.13;;;4.13;2018;2.42
100015741973;NYSEG;EMMONS 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;2.37
100015741975;NYSEG;EMMONS 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;2.37
100015741977;NYSEG;EMMONS 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2018;2.37
100015746687;NYSEG;FINCH HOLLOW 4.8KV;SUB-TRF 3-500KVA;4.8;1.5;1.65;;;1.65;2018;0.8
100015746689;NYSEG;FINCH HOLLOW 4.8KV;SUB-TRF 3-500KVA;4.8;1.5;1.65;;;1.65;2018;0.8
100015746691;NYSEG;FINCH HOLLOW 4.8KV;SUB-TRF 3-500KVA;4.8;1.5;1.65;;;1.65;2018;0.8
100015741875;NYSEG;GILBERTSVILLE 4.8KV;LTC-TRF 1-2500/3125K;4.8;3.13;3.44;;;3.44;2018;1.21
100015742992;NYSEG;GILFORD 4.8KV;LTC-TRF 1-2500KVA;4.8;2.5;2.75;;;2.75;2018;1.63
100015745527;NYSEG;GRAND GORG1 12.5KV;S-TRF 1-7.5/9.375/10;12.5;10.5;11.55;;;11.55;2018;6.47
100015745588;NYSEG;HANCOCK 4.8&12.5KV;SUB-TRF 3-2.5/2.8/3.;;10.5;11.55;;;11.55;2018;5.37
100015745590;NYSEG;HANCOCK 4.8&12.5KV;SUB-TRF 3-2.5/2.8/3.;;10.5;11.55;;;11.55;2018;5.37
100015745592;NYSEG;HANCOCK 4.8&12.5KV;SUB-TRF 3-2.5/2.8/3.;;10.5;11.55;;;11.55;2018;5.37
100015745594;NYSEG;HANCOCK 4.8&12.5KV;SUB-4.8 kV TERT 3.67;;0;0;;;0;2018;1.4
100015741006;NYSEG;HENRY ST 4.8KV;SUB-TRF 1-10/12.5/14;4.8;14;15.4;;;15.4;2018;3.74
100015741857;NYSEG;JORDANVILLE 2.4KV;SUB-TRF 3-833KVA;2.4;2.5;2.75;;;2.75;2018;1.87
100015741859;NYSEG;JORDANVILLE 2.4KV;SUB-TRF 3-833KVA;2.4;2.5;2.75;;;2.75;2018;1.87
100015741861;NYSEG;JORDANVILLE 2.4KV;SUB-TRF 3-833KVA;2.4;2.5;2.75;;;2.75;2018;1.87
100015741883;NYSEG;MILFORD1 12.5KV;SUB-TRF 3-1667/2147K;12.5;6.44;7.08;;;7.08;2018;4.75
100015741885;NYSEG;MILFORD1 12.5KV;SUB-TRF 3-1667/2147K;12.5;6.44;7.08;;;7.08;2018;4.75
100015741887;NYSEG;MILFORD1 12.5KV;SUB-TRF 3-1667/2147K;12.5;6.44;7.08;;;7.08;2018;4.75
