EQUIP;OPCO;SUBST;TRANSFORMER_BANK;LOWSIDE_VOLTAGE;CNR_MVA;CALC_PLBN_RATING;THERMAL_STUDY_RATING;LIMITING_ELEMENT;RATING_MVA;YEAR;SUMMER_PEAK_LOAD_MVA
100015742467;NYSEG;BROTHERTWN2 34.5KV;LTC-TRF 1-20/37.3MVA;34.5;37.299999999999997;41.03;;;41.03;2012;1.65
100015741287;NYSEG;COLLIERS 4.8KV;SUB-TRF 3-1000KVA;4.8;3;3.3;;;3.3;2012;2.68
100015741289;NYSEG;COLLIERS 4.8KV;SUB-TRF 3-1000KVA;4.8;3;3.3;;;3.3;2012;2.68
100015741291;NYSEG;COLLIERS 4.8KV;SUB-TRF 3-1000KVA;4.8;3;3.3;;;3.3;2012;2.68
100015741300;NYSEG;COLLIERS 4.8KV;SUB-TRF 3-1000KVA;4.8;3;3.3;;;3.3;2012;2.68
100015741302;NYSEG;COLLIERS 4.8KV;SUB-TRF 3-1000KVA;4.8;3;3.3;;;3.3;2012;2.68
100015741304;NYSEG;COLLIERS 4.8KV;SUB-TRF 3-1000KVA;4.8;3;3.3;;;3.3;2012;2.68
100015743079;NYSEG;COLUMBUS#1;LTC-TRF 1-12/22.4MVA;12.5;0;0;;;0;2012;0
100015743081;NYSEG;COLUMBUS#2;LTC-TRF 2-12/22.4MVA;12.5;0;0;;;0;2012;0
;NYSEG;CONGER AVE 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3.65
100015741525;NYSEG;COOPERSTOWN 4.8KV;SUB-TRF 3-2500/2800K;4.8;8.4;9.24;;;9.24;2012;5.31
100015741527;NYSEG;COOPERSTOWN 4.8KV;SUB-TRF 3-2500/2800K;4.8;8.4;9.24;;;9.24;2012;5.31
100015741529;NYSEG;COOPERSTOWN 4.8KV;SUB-TRF 3-2500/2800K;4.8;8.4;9.24;;;9.24;2012;5.31
100015745074;NYSEG;DELHI#1 4.8KV;SUB-TRF 3-1250/1400K;4.8;4.2;4.62;;;4.62;2012;1.97
100015745076;NYSEG;DELHI#1 4.8KV;SUB-TRF 3-1250/1400K;4.8;4.2;4.62;;;4.62;2012;1.97
100015745078;NYSEG;DELHI#1 4.8KV;SUB-TRF 3-1250/1400K;4.8;4.2;4.62;;;4.62;2012;1.97
100015745094;NYSEG;DELHI#4 12.5KV;SUB-TRF 3-3333/4167K;12.5;12.5;13.75;;;13.75;2012;5.0199999999999996
100015745096;NYSEG;DELHI#4 12.5KV;SUB-TRF 3-3333/4167K;12.5;12.5;13.75;;;13.75;2012;5.0199999999999996
100015745098;NYSEG;DELHI#4 12.5KV;SUB-TRF 3-3333/4167K;12.5;12.5;13.75;;;13.75;2012;5.0199999999999996
100015745102;NYSEG;DELHI#5 12.5KV;SUB-TRF 3-3333/4167K;12.5;12.5;13.75;;;13.75;2012;3.87
100015745104;NYSEG;DELHI#5 12.5KV;SUB-TRF 3-3333/4167K;12.5;12.5;13.75;;;13.75;2012;3.87
100015745106;NYSEG;DELHI#5 12.5KV;SUB-TRF 3-3333/4167K;12.5;12.5;13.75;;;13.75;2012;3.87
100015745354;NYSEG;DEPOSIT-1  12.5KV;SUB-TRF 3-1667KVA;12.5;5;5.5;;;5.5;2012;2.74
100015745393;NYSEG;DEPOSIT-1  12.5KV;SUB-TRF 3-1667KVA;12.5;5;5.5;;;5.5;2012;2.74
100015745395;NYSEG;DEPOSIT-1  12.5KV;SUB-TRF 3-1667KVA;12.5;5;5.5;;;5.5;2012;2.74
100015745383;NYSEG;DEPOSIT-2  4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;2.82
100015745399;NYSEG;DEPOSIT-2  4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;2.82
100015745401;NYSEG;DEPOSIT-2  4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;2.82
100015745465;NYSEG;DOWNSVILLE  4.8KV;SUB-TRF 3-833KVA;4.8;2.5;2.75;;;2.75;2012;1.49
100015745467;NYSEG;DOWNSVILLE  4.8KV;SUB-TRF 3-833KVA;4.8;2.5;2.75;;;2.75;2012;1.49
100015745469;NYSEG;DOWNSVILLE  4.8KV;SUB-TRF 3-833KVA;4.8;2.5;2.75;;;2.75;2012;1.49
100015743772;NYSEG;EARLVILLE 12.5KV;SUB-TRF 3-2500/2800K;12.5;8.4;9.24;;;9.24;2012;7.55
100015743796;NYSEG;EARLVILLE 12.5KV;SUB-TRF 3-2500/2800K;12.5;8.4;9.24;;;9.24;2012;7.55
100015743866;NYSEG;EARLVILLE 12.5KV;SUB-TRF 3-2500/2800K;12.5;8.4;9.24;;;9.24;2012;7.55
100015743890;NYSEG;EATON 4.8KV;SUB-TRF 3-833KVA;4.8;2;2.2000000000000002;;;2.2000000000000002;2012;1.05
100015743892;NYSEG;EATON 4.8KV;SUB-TRF 3-833KVA;4.8;2;2.2000000000000002;;;2.2000000000000002;2012;1.05
100015743894;NYSEG;EATON 4.8KV;SUB-TRF 3-833KVA;4.8;2;2.2000000000000002;;;2.2000000000000002;2012;1.05
100015743904;NYSEG;EDMESTON 12.5KV;SUB-TRF 3-1250KVA;12.5;3.75;4.13;;;4.13;2012;2.4700000000000002
100015743906;NYSEG;EDMESTON 12.5KV;SUB-TRF 3-1250KVA;12.5;3.75;4.13;;;4.13;2012;2.4700000000000002
100015743908;NYSEG;EDMESTON 12.5KV;SUB-TRF 3-1250KVA;12.5;3.75;4.13;;;4.13;2012;2.4700000000000002
100015741973;NYSEG;EMMONS 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3
100015741975;NYSEG;EMMONS 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3
100015741977;NYSEG;EMMONS 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3
100015746687;NYSEG;FINCH HOLLOW 4.8KV;SUB-TRF 3-500KVA;4.8;1.5;1.65;;;1.65;2012;0.67
100015746689;NYSEG;FINCH HOLLOW 4.8KV;SUB-TRF 3-500KVA;4.8;1.5;1.65;;;1.65;2012;0.67
100015746691;NYSEG;FINCH HOLLOW 4.8KV;SUB-TRF 3-500KVA;4.8;1.5;1.65;;;1.65;2012;0.67
100015741875;NYSEG;GILBERTSVILLE 4.8KV;LTC-TRF 1-2500/3125K;4.8;3.13;3.44;;;3.44;2012;0.97
100015742992;NYSEG;GILFORD 4.8KV;LTC-TRF 1-2500KVA;4.8;2.5;2.75;;;2.75;2012;1.26
100015745527;NYSEG;GRAND GORG1 12.5KV;S-TRF 1-7.5/9.375/10;12.5;10.5;11.55;;;11.55;2012;6.13
100015745588;NYSEG;HANCOCK 4.8&12.5KV;SUB-TRF 3-2.5/2.8/3.;;10.5;11.55;;;11.55;2012;5.09
100015745590;NYSEG;HANCOCK 4.8&12.5KV;SUB-TRF 3-2.5/2.8/3.;;10.5;11.55;;;11.55;2012;5.09
100015745592;NYSEG;HANCOCK 4.8&12.5KV;SUB-TRF 3-2.5/2.8/3.;;10.5;11.55;;;11.55;2012;5.09
100015745594;NYSEG;HANCOCK 4.8&12.5KV;SUB-4.8 kV TERT 3.67;;0;0;;;0;2012;1.4
100015741006;NYSEG;HENRY ST 4.8KV;SUB-TRF 1-10/12.5/14;4.8;14;15.4;;;15.4;2012;3.59
100015741857;NYSEG;JORDANVILLE 2.4KV;SUB-TRF 3-833KVA;2.4;2.5;2.75;;;2.75;2012;1.9
100015741859;NYSEG;JORDANVILLE 2.4KV;SUB-TRF 3-833KVA;2.4;2.5;2.75;;;2.75;2012;1.9
100015741861;NYSEG;JORDANVILLE 2.4KV;SUB-TRF 3-833KVA;2.4;2.5;2.75;;;2.75;2012;1.9
100015741883;NYSEG;MILFORD1 12.5KV;SUB-TRF 3-1667/2147K;12.5;6.44;7.08;;;7.08;2012;4.68
100015741885;NYSEG;MILFORD1 12.5KV;SUB-TRF 3-1667/2147K;12.5;6.44;7.08;;;7.08;2012;4.68
100015741887;NYSEG;MILFORD1 12.5KV;SUB-TRF 3-1667/2147K;12.5;6.44;7.08;;;7.08;2012;4.68
100015741988;NYSEG;MORRIS1 12.5KV;SUB-TRF 3-1250/1400K;12.5;4.2;4.62;;;4.62;2012;1.42
100015742002;NYSEG;MORRIS1 12.5KV;SUB-TRF 3-1250/1400K;12.5;4.2;4.62;;;4.62;2012;1.42
100015742004;NYSEG;MORRIS1 12.5KV;SUB-TRF 3-1250/1400K;12.5;4.2;4.62;;;4.62;2012;1.42
100015742006;NYSEG;MORRIS2 4.8KV;SUB-TRF 3-833/933KVA;4.8;2.8;3.08;;;3.08;2012;0.86
100015742007;NYSEG;MORRIS2 4.8KV;SUB-TRF 3-833/933KVA;4.8;2.8;3.08;;;3.08;2012;0.86
100015742009;NYSEG;MORRIS2 4.8KV;SUB-TRF 3-833/933KVA;4.8;2.8;3.08;;;3.08;2012;0.86
100015743947;NYSEG;MORRISVILLE1 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;2.08
100015743949;NYSEG;MORRISVILLE1 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;2.08
100015743951;NYSEG;MORRISVILLE1 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;2.08
100015743953;NYSEG;MORRISVILLE2 12.5KV;LTC-TRF 1-7.5/10.5MV;12.5;10.5;11.55;;;11.55;2012;3.92
100015741947;NYSEG;MT. UPTON 4.8KV;SUB-TRF 3-1250/1400K;4.8;4.2;4.62;;;4.62;2012;1.38
100015741949;NYSEG;MT. UPTON 4.8KV;SUB-TRF 3-1250/1400K;4.8;4.2;4.62;;;4.62;2012;1.38
100015741951;NYSEG;MT. UPTON 4.8KV;SUB-TRF 3-1250/1400K;4.8;4.2;4.62;;;4.62;2012;1.38
100015744032;NYSEG;N. NORWICH 4.8KV;S-TF 1-1.5/1.68/1.72;4.8;1.92;2.12;;;2.12;2012;0.81
100015743536;NYSEG;NEW BERLIN 4.8KV;SUB-TRF 3-1667/1867K;4.8;5.6;6.16;;;6.16;2012;3.01
100015743538;NYSEG;NEW BERLIN 4.8KV;SUB-TRF 3-1667/1867K;4.8;5.6;6.16;;;6.16;2012;3.01
100015743558;NYSEG;NEW BERLIN 4.8KV;SUB-TRF 3-1667/1867K;4.8;5.6;6.16;;;6.16;2012;3.01
;NYSEG;NORBOARD 4.16KV;LTC-TRF 1-7500/10500;4.16;10.5;11.55;;;11.55;2012;0
100015743594;NYSEG;ORISKANY FALLS -1 4.8KV;SUB-TRF 3-1667/2083K;4.8;6.25;6.88;;;6.88;2012;3.16
100015743596;NYSEG;ORISKANY FALLS -1 4.8KV;SUB-TRF 3-1667/2083K;4.8;6.25;6.88;;;6.88;2012;3.16
100015743598;NYSEG;ORISKANY FALLS -1 4.8KV;SUB-TRF 3-1667/2083K;4.8;6.25;6.88;;;6.88;2012;3.16
100015743618;NYSEG;ORISKANY FALLS -2  4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;2.71
100015743620;NYSEG;ORISKANY FALLS -2  4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;2.71
100015743622;NYSEG;ORISKANY FALLS -2  4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;2.71
100015741187;NYSEG;OTEGO1 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;2.2599999999999998
100015741189;NYSEG;OTEGO1 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;2.2599999999999998
100015741191;NYSEG;OTEGO1 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;2.2599999999999998
100015741198;NYSEG;OTEGO2 12.5KV;SUB-TRF 3-1667KVA;12.5;5;5.5;;;5.5;2012;1.62
100015741200;NYSEG;OTEGO2 12.5KV;SUB-TRF 3-1667KVA;12.5;5;5.5;;;5.5;2012;1.62
100015741208;NYSEG;OTEGO2 12.5KV;SUB-TRF 3-1667KVA;12.5;5;5.5;;;5.5;2012;1.62
100015743691;NYSEG;OXFORD 4.8KV;SUB-TRF 3-1667/2147K;4.8;6.44;7.08;;;7.08;2012;3.74
100015743693;NYSEG;OXFORD 4.8KV;SUB-TRF 3-1667/2147K;4.8;6.44;7.08;;;7.08;2012;3.74
100015743695;NYSEG;OXFORD 4.8KV;SUB-TRF 3-1667/2147K;4.8;6.44;7.08;;;7.08;2012;3.74
100015741026;NYSEG;PIERCE AV1 4.8KV;SUB-TRF 3-2500/3125K;4.8;7.5;8.25;;;8.25;2012;5.82
100015741028;NYSEG;PIERCE AV1 4.8KV;SUB-TRF 3-2500/3125K;4.8;7.5;8.25;;;8.25;2012;5.82
100015741029;NYSEG;PIERCE AV1 4.8KV;SUB-TRF 3-2500/3125K;4.8;7.5;8.25;;;8.25;2012;5.82
100015741033;NYSEG;PIERCE AV2 12.5KV;S-TRF 3-3333/3733/46;12.5;14;15.4;;;15.4;2012;9.83
100015741034;NYSEG;PIERCE AV2 12.5KV;S-TRF 3-3333/3733/46;12.5;14;15.4;;;15.4;2012;9.83
100015741065;NYSEG;PIERCE AV2 12.5KV;S-TRF 3-3333/3733/46;12.5;14;15.4;;;15.4;2012;9.83
100015742082;NYSEG;RICHFIELD SPR1 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3.81
100015742084;NYSEG;RICHFIELD SPR1 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3.81
100015742086;NYSEG;RICHFIELD SPR1 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3.81
100015746562;NYSEG;RIVER ROAD;SUB TRF 3-2500/3500K;4.8;0;0;;;0;2012;9.24
100015746579;NYSEG;RIVER ROAD;SUB TRF 3-2500/3500K;4.8;0;0;;;0;2012;9.24
100015746581;NYSEG;RIVER ROAD;SUB TRF 3-2500/3500K;4.8;0;0;;;0;2012;9.24
100015742281;NYSEG;S. COOPERSTN 12.5KV;LTC-TRF 1-12/22.4MVA;12.5;22.4;24.64;;;24.64;2012;10.6
100015744126;NYSEG;S. NEW BERLIN 4.8KV;LTC-TRF 1-2500/3125K;4.8;3.13;3.44;;;3.44;2012;1.18
100015740869;NYSEG;SAND ST1 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3.33
100015740870;NYSEG;SAND ST1 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3.33
100015740872;NYSEG;SAND ST1 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3.33
100015740905;NYSEG;SAND ST2 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;4.26
100015746711;NYSEG;SANDS CREEK 12.5KV;SUB-TRF 3-400KVA;12.5;1.2;1.32;;;1.32;2012;0.1
100015746713;NYSEG;SANDS CREEK 12.5KV;SUB-TRF 3-400KVA;12.5;1.2;1.32;;;1.32;2012;0.1
100015746715;NYSEG;SANDS CREEK 12.5KV;SUB-TRF 3-400KVA;12.5;1.2;1.32;;;1.32;2012;0.1
100015745745;NYSEG;SHANDAKEN#1 8.32KV;SUB-TRF 3-833KVA;8.32;2.5;2.75;;;2.75;2012;0.54
100015745747;NYSEG;SHANDAKEN#1 8.32KV;SUB-TRF 3-833KVA;8.32;2.5;2.75;;;2.75;2012;0.54
100015745749;NYSEG;SHANDAKEN#1 8.32KV;SUB-TRF 3-833KVA;8.32;2.5;2.75;;;2.75;2012;0.54
100015745751;NYSEG;SHANDAKEN#2 34.5KV;LTC-TRF 1-7.5/10.5MV;34.5;10.5;11.55;;;11.55;2012;3.15
100015745753;NYSEG;SHANDAKEN#3 34.5KV;LTC-TRF 1-7.5/10.5MV;34.5;10.5;11.55;;;11.55;2012;0.54
100015741656;NYSEG;SIDNEY 4.8KV #1;SUB-TRF 3-2500/3125K;4.8;9.3800000000000008;10.31;;;10.31;2012;6.96
100015741658;NYSEG;SIDNEY 4.8KV #1;SUB-TRF 3-2500/3125K;4.8;9.3800000000000008;10.31;;;10.31;2012;6.96
100015741660;NYSEG;SIDNEY 4.8KV #1;SUB-TRF 3-2500/3125K;4.8;9.3800000000000008;10.31;;;10.31;2012;6.96
100015741662;NYSEG;SIDNEY 4.8KV #2;SUB-TRF 3-2500/2800K;4.8;8.4;9.24;;;9.24;2012;3.59
100015741664;NYSEG;SIDNEY 4.8KV #2;SUB-TRF 3-2500/2800K;4.8;8.4;9.24;;;9.24;2012;3.59
100015741666;NYSEG;SIDNEY 4.8KV #2;SUB-TRF 3-2500/2800K;4.8;8.4;9.24;;;9.24;2012;3.59
100015742263;NYSEG;SPRGFIELD CTR 12.5KV;LTC-TRF 1-7500/8400K;12.5;8.4;9.24;;;9.24;2012;2.2200000000000002
100015741612;NYSEG;UNADILLA 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3.49
100015741614;NYSEG;UNADILLA 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3.49
100015741615;NYSEG;UNADILLA 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3.49
100015742388;NYSEG;W. DAVENPORT 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3.32
100015742390;NYSEG;W. DAVENPORT 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3.32
100015742392;NYSEG;W. DAVENPORT 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;3.32
100015744719;NYSEG;W. WINFIELD 12.5KV;SUB-TRF 3-1667/2147K;12.5;6.44;7.08;;;7.08;2012;6.04
100015744721;NYSEG;W. WINFIELD 12.5KV;SUB-TRF 3-1667/2147K;12.5;6.44;7.08;;;7.08;2012;6.04
100015744723;NYSEG;W. WINFIELD 12.5KV;SUB-TRF 3-1667/2147K;12.5;6.44;7.08;;;7.08;2012;6.04
100015742058;NYSEG;WEST ST 4.8KV;SUB-TRF 3-833/933KVA;4.8;2.8;3.08;;;3.08;2012;1.66
100015742064;NYSEG;WEST ST 4.8KV;SUB-TRF 3-833/933KVA;4.8;2.8;3.08;;;3.08;2012;1.66
100015742066;NYSEG;WEST ST 4.8KV;SUB-TRF 3-833/933KVA;4.8;2.8;3.08;;;3.08;2012;1.66
100015746564;NYSEG;WINDHAM#1 12.5KV;LTC-TRF 1-12/22.4MVA;12.5;22.4;24.64;;;24.64;2012;4.42
100015746566;NYSEG;WINDHAM#2 12.5KV;LTC-TRF 1-12/22.4MVA;12.5;22.4;24.64;;;24.64;2012;3.25
100015744066;NYSEG;WOODS COR 8.32KV;SUB-TRF 3-2500/2800K;8.32;8.4;9.24;;;9.24;2012;4.38
100015744068;NYSEG;WOODS COR 8.32KV;SUB-TRF 3-2500/2800K;8.32;8.4;9.24;;;9.24;2012;4.38
100015744070;NYSEG;WOODS COR 8.32KV;SUB-TRF 3-2500/2800K;8.32;8.4;9.24;;;9.24;2012;4.38
100015740116;NYSEG;ARIZONA  12.5KV;LTC-TRF 1-7.5/9.75MV;12.5;9.75;10.73;;;10.73;2012;4.7699999999999996
100015738586;NYSEG;BANKER RD 12.5KV;SUB-TRF 3-4667KVA;12.5;14;15.4;;;15.4;2012;7.5
100015738602;NYSEG;BANKER RD 12.5KV;SUB-TRF 3-4667KVA;12.5;14;15.4;;;15.4;2012;7.5
100015738604;NYSEG;BANKER RD 12.5KV;SUB-TRF 3-4667KVA;12.5;14;15.4;;;15.4;2012;7.5
100015739870;NYSEG;BARTON BRK 12.5KV;SUB-TRF 3-2147KVA;12.5;6.44;7.08;;;7.08;2012;4.33
100015739872;NYSEG;BARTON BRK 12.5KV;SUB-TRF 3-2147KVA;12.5;6.44;7.08;;;7.08;2012;4.33
100015739874;NYSEG;BARTON BRK 12.5KV;SUB-TRF 3-2147KVA;12.5;6.44;7.08;;;7.08;2012;4.33
100015738681;NYSEG;BEEKMANTOWN 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;2.4900000000000002
100015738683;NYSEG;BEEKMANTOWN 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;2.4900000000000002
100015738685;NYSEG;BEEKMANTOWN 4.8KV;SUB-TRF 3-1667KVA;4.8;5;5.5;;;5.5;2012;2.4900000000000002
100015738772;NYSEG;BLUE MT LK 34.5KV;LTC-TRF 1-8400KVA;34.5;8.4;9.24;;;9.24;2012;2.67
100015738818;NYSEG;CABOT 12.5KV;LTC-TRF 1-7.5/10.5MV;12.5;10.5;11.55;;;11.55;2012;7.45
100015737805;NYSEG;CHATEUGAY 34.5KV;LTC-TRF 1-20/26/33/3;34.5;37.299999999999997;41.03;;;41.03;2012;18.2
100015739137;NYSEG;CLINTONVILLE 12.5KV;SUB-TRF 3-933KVA;12.5;2.8;3.08;;;3.08;2012;1.67
100015739139;NYSEG;CLINTONVILLE 12.5KV;SUB-TRF 3-933KVA;12.5;2.8;3.08;;;3.08;2012;1.67
100015739141;NYSEG;CLINTONVILLE 12.5KV;SUB-TRF 3-933KVA;12.5;2.8;3.08;;;3.08;2012;1.67
100015739178;NYSEG;DANNEMORA 12.5KV;SUB-TRF 3-2147KVA;12.5;6.44;7.08;;;7.08;2012;4.01
100015739179;NYSEG;DANNEMORA 12.5KV;SUB-TRF 3-2147KVA;12.5;6.44;7.08;;;7.08;2012;4.01
100015739181;NYSEG;DANNEMORA 12.5KV;SUB-TRF 3-2147KVA;12.5;6.44;7.08;;;7.08;2012;4.01
100015739049;NYSEG;HAMMOND LA 12.5KV;LTC-TRF 1-12/16/20/2;12.5;22;24.2;;;24.2;2012;19.010000000000002
100015739735;NYSEG;HARRIS LAKE 12.5KV;SUB-TRF 1-5600KVA;12.5;5.6;6.16;;;6.16;2012;0.7
100015739244;NYSEG;HIGH FALLS #3 12.5KV;SUB-TRF 3-1610KVA;12.5;4.83;5.31;;;5.31;2012;2.37
100015739246;NYSEG;HIGH FALLS #3 12.5KV;SUB-TRF 3-1610KVA;12.5;4.83;5.31;;;5.31;2012;2.37
100015739248;NYSEG;HIGH FALLS #3 12.5KV;SUB-TRF 3-1610KVA;12.5;4.83;5.31;;;5.31;2012;2.37
100015738442;NYSEG;HYDE 12.5KV;SUB-TRF 3-2800KVA;12.5;8.4;9.24;;;9.24;2012;4.53
100015738444;NYSEG;HYDE 12.5KV;SUB-TRF 3-2800KVA;12.5;8.4;9.24;;;9.24;2012;4.53
100015738466;NYSEG;HYDE 12.5KV;SUB-TRF 3-2800KVA;12.5;8.4;9.24;;;9.24;2012;4.53
100015739388;NYSEG;JAY #1 12.5KV;SUB-TRF 3-1867KVA;12.5;5.6;6.16;;;6.16;2012;2.6
100015739390;NYSEG;JAY #1 12.5KV;SUB-TRF 3-1867KVA;12.5;5.6;6.16;;;6.16;2012;2.6
100015739392;NYSEG;JAY #1 12.5KV;SUB-TRF 3-1867KVA;12.5;5.6;6.16;;;6.16;2012;2.6
100015739396;NYSEG;JAY #2 34.5KV;LTC-TRF 1-10/12/14MV;34.5;14;15.4;;;15.4;2012;1.77
100015739599;NYSEG;KEESEVILLE#1 12.5KV;LTC-TRF 1-7.5/10.5MV;12.5;10.5;11.55;;;11.55;2012;5.45
100015739601;NYSEG;KEESEVILLE#2 4.8KV;SUB-TRF 3-833KVA;4.8;2.5;2.75;;;2.75;2012;1.29
100015739603;NYSEG;KEESEVILLE#2 4.8KV;SUB-TRF 3-833KVA;4.8;2.5;2.75;;;2.75;2012;1.29
100015739605;NYSEG;KEESEVILLE#2 4.8KV;SUB-TRF 3-833KVA;4.8;2.5;2.75;;;2.75;2012;1.29
100015738651;NYSEG;LIMESTONE 12.5KV;SUB-TRF 3-3500KVA;12.5;10.5;11.55;;;11.55;2012;10.33
100015738654;NYSEG;LIMESTONE 12.5KV;SUB-TRF 3-3500KVA;12.5;10.5;11.55;;;11.55;2012;10.33
100015738656;NYSEG;LIMESTONE 12.5KV;SUB-TRF 3-3500KVA;12.5;10.5;11.55;;;11.55;2012;10.33
100015738487;NYSEG;LYON MT 34.5KV;SUB-TRF 3-4444KVA;34.5;14;15.4;;;15.4;2012;1.98
100015739970;NYSEG;MASON CORS 12.5KV;LTC-TRF 1-12/16/20/2;12.5;22.4;24.64;;;24.64;2012;7.59
100015738870;NYSEG;MILL C #1 4.8KV;SUB-TRF 3-1000KVA;4.8;3;3.3;;;3.3;2012;2.0499999999999998
100015738872;NYSEG;MILL C #1 4.8KV;SUB-TRF 3-1000KVA;4.8;3;3.3;;;3.3;2012;2.0499999999999998
100015738874;NYSEG;MILL C #1 4.8KV;SUB-TRF 3-1000KVA;4.8;3;3.3;;;3.3;2012;2.0499999999999998
100015739641;NYSEG;NORTON 12.5KV;SUB-TRF 3-1000KVA;12.5;3;3.3;;;3.3;2012;1.73
100015739643;NYSEG;NORTON 12.5KV;SUB-TRF 3-1000KVA;12.5;3;3.3;;;3.3;2012;1.73
100015739645;NYSEG;NORTON 12.5KV;SUB-TRF 3-1000KVA;12.5;3;3.3;;;3.3;2012;1.73
100015739662;NYSEG;PERU 12.5KV;LTC-TRF 1-7.5/10.5MV;12.5;10.5;11.55;;;11.55;2012;5.43
100015738784;NYSEG;S. JUNCTION 12.5KV;LTC-TRF 1-10/12/14MV;12.5;14;15.4;;;15.4;2012;5.78
100015738065;NYSEG;SCIOTA-FLATR2 34.5KV;LTC-TRF 1-20/26/33/3;34.5;37.299999999999997;41.03;;;41.03;2012;8.8800000000000008
100015739483;NYSEG;STICKNEY BR 4.8KV;SUB-TRF 3-667KVA;4.8;2;2.2000000000000002;;;2.2000000000000002;2012;1.22
100015739485;NYSEG;STICKNEY BR 4.8KV;SUB-TRF 3-667KVA;4.8;2;2.2000000000000002;;;2.2000000000000002;2012;1.22
100015739487;NYSEG;STICKNEY BR 4.8KV;SUB-TRF 3-667KVA;4.8;2;2.2000000000000002;;;2.2000000000000002;2012;1.22
100015740579;NYSEG;TOM MILLER ROAD;SUB_TRF 1-12/16/20(2;12.5;0;0;;;0;2012;0
100015738546;NYSEG;WEST CHAZY 4.8KV;SUB-TRF 3-1667KVA;4.8;4.2;4.62;;;4.62;2012;2.96
100015738548;NYSEG;WEST CHAZY 4.8KV;SUB-TRF 3-1667KVA;4.8;4.2;4.62;;;4.62;2012;2.96
100015738550;NYSEG;WEST CHAZY 4.8KV;SUB-TRF 3-1667KVA;4.8;4.2;4.62;;;4.62;2012;2.96
100015738715;NYSEG;WOODRUFF PD 12.5KV;LTC-TRF 1-10/12.5/14;12.5;14;15.4;;;15.4;2012;4.76
100018250639;UI;Allings Crossing;C;;;;;;58;2012;
100018250669;UI;Allings Crossing;D;;;;;;58;2012;
100019351430;UI;Ansonia;A;;;;;;59;2012;
100019351422;UI;Ansonia;B;;;;;;59;2012;
100018250746;UI;Ask Creek;A;;;;;;86;2012;
100018250758;UI;Ask Creek;B;;;;;;86;2012;
;UI;Baird;A;;;;;;;2012;
;UI;Baird;B;;;;;;;2012;
100018250924;UI;Barnum;A;;;;;;82;2012;
100018250895;UI;Barnum;B;;;;;;82;2012;
100018250967;UI;Broadway;A;;;;;;57;2012;
100018250992;UI;Broadway;B;;;;;;57;2012;
100018250991;UI;Broadway;C;;;;;;76;2012;
100018250966;UI;Broadway;D;;;;;;76;2012;
100018252288;UI;Congress;A;;;;;;92;2012;
100018252289;UI;Congress;B;;;;;;92;2012;
100018252287;UI;Congress;C;;;;;;67;2012;
100018252314;UI;Congress;D;;;;;;67;2012;
100018251241;UI;East Shore;F;;;;;;71;2012;
100018251205;UI;East Shore;G;;;;;;71;2012;
